pool	donor	strategy	universe	nn_dist	n	err10k	sng_gap	kind
all_3_major__random__rep2	NA19452	random	all_3_major	107.86102	769	0.0	94.68721716514955	unrelated pool
all_3_major__random__rep2	NA20533	random	all_3_major	104.608795	866	23.09468822170868	70.63337182448036	unrelated pool
all_3_major__random__rep2	NA20771	random	all_3_major	103.82196	847	23.612750885477762	67.67167650531287	unrelated pool
all_3_major__random__rep3	HG00272	random	all_3_major	108.23123	910	0.0	73.68763736263736	unrelated pool
all_3_major__random__rep3	HG01630	random	all_3_major	104.96666	856	0.0	77.68257009345794	unrelated pool
all_3_major__random__rep3	HG01781	random	all_3_major	104.96666	852	0.0	75.25847417840376	unrelated pool
all_3_major__random__rep3	HG01873	random	all_3_major	113.26076	848	0.0	83.7708608490566	unrelated pool
all_3_major__random__rep3	HG02568	random	all_3_major	107.44301	784	0.0	89.34678571428572	unrelated pool
all_3_major__random__rep3	HG03291	random	all_3_major	105.707146	902	0.0	81.89896895787139	unrelated pool
all_3_major__random__rep3	HG03401	random	all_3_major	106.47535	821	0.0	85.92052375152254	unrelated pool
all_3_major__random__rep3	NA18855	random	all_3_major	105.707146	822	0.0	81.9244890510949	unrelated pool
all_5__ancestry_balanced__rep1	HG00106	ancestry_balanced	all_5	108.20813	802	0.0	74.7054114713217	unrelated pool
all_5__ancestry_balanced__rep1	HG00109	ancestry_balanced	all_5	108.20813	874	0.0	74.96525171624714	unrelated pool
all_5__ancestry_balanced__rep1	HG01951	ancestry_balanced	all_5	108.461975	824	12.135922330097637	78.66668689320389	unrelated pool
all_5__ancestry_balanced__rep1	HG02127	ancestry_balanced	all_5	109.73149	869	0.0	80.87660529344075	unrelated pool
all_5__ancestry_balanced__rep1	HG02433	ancestry_balanced	all_5	110.036354	876	0.0	93.99968036529681	unrelated pool
all_5__ancestry_balanced__rep1	HG02805	ancestry_balanced	all_5	110.036354	916	0.0	96.73711790393013	unrelated pool
all_5__ancestry_balanced__rep1	HG03846	ancestry_balanced	all_5	108.226616	803	12.453300124533051	77.08043586550437	unrelated pool
all_5__ancestry_balanced__rep1	HG04200	ancestry_balanced	all_5	108.226616	873	11.45475372279492	71.9048797250859	unrelated pool
all_5__ancestry_balanced__rep2	HG01204	ancestry_balanced	all_5	106.56454	851	0.0	79.15988249118683	unrelated pool
all_5__ancestry_balanced__rep2	HG02061	ancestry_balanced	all_5	99.131226	822	12.165450121655041	68.48441605839416	unrelated pool
all_5__ancestry_balanced__rep2	HG03916	ancestry_balanced	all_5	106.381386	874	0.0	78.07432494279178	unrelated pool
all_5__ancestry_balanced__rep2	NA18990	ancestry_balanced	all_5	99.131226	844	0.0	72.56542654028436	unrelated pool
all_5__ancestry_balanced__rep2	NA19141	ancestry_balanced	all_5	108.157295	813	0.0	92.969963099631	unrelated pool
all_5__ancestry_balanced__rep2	NA19372	ancestry_balanced	all_5	108.157295	734	0.0	93.0950544959128	unrelated pool
all_5__ancestry_balanced__rep2	NA20801	ancestry_balanced	all_5	103.841225	819	0.0	74.52948717948718	unrelated pool
all_5__ancestry_balanced__rep2	NA20813	ancestry_balanced	all_5	103.841225	857	0.0	78.91836639439907	unrelated pool
all_5__ancestry_balanced__rep3	HG00309	ancestry_balanced	all_5	103.97596	838	11.933174224343368	71.91634844868736	unrelated pool
all_5__ancestry_balanced__rep3	HG01148	ancestry_balanced	all_5	103.97596	902	11.086474501108556	74.62384700665189	unrelated pool
all_5__ancestry_balanced__rep3	HG01362	ancestry_balanced	all_5	108.11568	875	0.0	80.12091428571429	unrelated pool
all_5__ancestry_balanced__rep3	HG02233	ancestry_balanced	all_5	110.0	827	12.091898428052694	69.26555018137847	unrelated pool
all_5__ancestry_balanced__rep3	HG02373	ancestry_balanced	all_5	111.11256	880	11.36363636363602	77.71106818181819	unrelated pool
all_5__ancestry_balanced__rep3	HG02860	ancestry_balanced	all_5	109.183334	830	0.0	89.67368674698795	unrelated pool
all_5__ancestry_balanced__rep3	HG02923	ancestry_balanced	all_5	109.183334	892	0.0	87.54085201793723	unrelated pool
all_5__ancestry_balanced__rep3	HG03015	ancestry_balanced	all_5	106.841	881	11.350737797957144	82.33214528944382	unrelated pool
all_5__greedy_maxmean__rep1	HG01589	greedy_maxmean	all_5	125.67418	811	0.0	81.63387176325524	unrelated pool
all_5__greedy_maxmean__rep1	HG02678	greedy_maxmean	all_5	121.44958	866	0.0	96.67771362586605	unrelated pool
all_5__greedy_maxmean__rep1	HG02694	greedy_maxmean	all_5	125.39538	864	0.0	78.53697916666667	unrelated pool
all_5__greedy_maxmean__rep1	HG02977	greedy_maxmean	all_5	121.44958	889	11.248593925758943	97.08250843644545	unrelated pool
all_5__greedy_maxmean__rep1	HG03738	greedy_maxmean	all_5	125.56672	867	0.0	76.38179930795849	unrelated pool
all_5__greedy_maxmean__rep1	HG03837	greedy_maxmean	all_5	121.14041	847	0.0	72.05780401416764	unrelated pool
all_5__greedy_maxmean__rep1	HG04152	greedy_maxmean	all_5	119.995834	855	23.39181286549752	76.92232748538011	unrelated pool
all_5__greedy_maxmean__rep1	NA18986	greedy_maxmean	all_5	119.995834	848	0.0	81.6724174528302	unrelated pool
all_5__greedy_maxmean__rep2	HG01589	greedy_maxmean	all_5	117.19215	872	22.935779816514177	78.51294724770642	unrelated pool
all_5__greedy_maxmean__rep2	HG02003	greedy_maxmean	all_5	118.64232	828	24.154589371980784	83.84642512077295	unrelated pool
all_5__greedy_maxmean__rep2	HG02678	greedy_maxmean	all_5	121.44958	863	0.0	96.99621089223638	unrelated pool
all_5__greedy_maxmean__rep2	HG02694	greedy_maxmean	all_5	117.10679	880	0.0	75.42720454545454	unrelated pool
all_5__greedy_maxmean__rep2	HG02977	greedy_maxmean	all_5	121.44958	886	0.0	98.04635440180587	unrelated pool
all_5__greedy_maxmean__rep2	HG03837	greedy_maxmean	all_5	119.870766	811	0.0	73.13080147965475	unrelated pool
all_5__greedy_maxmean__rep2	HG04152	greedy_maxmean	all_5	123.551605	865	11.560693641619046	78.9768323699422	unrelated pool
all_5__greedy_maxmean__rep2	NA20822	greedy_maxmean	all_5	117.10679	810	0.0	78.24113580246913	unrelated pool
all_5__greedy_maxmean__rep3	HG01589	greedy_maxmean	all_5	118.94957	858	23.31002331002363	78.99131701631703	unrelated pool
all_5__greedy_maxmean__rep3	HG01775	greedy_maxmean	all_5	118.680244	821	12.180267965895553	79.3240316686967	unrelated pool
all_5__greedy_maxmean__rep3	HG02003	greedy_maxmean	all_5	121.70867	851	11.75088131609825	83.72729729729731	unrelated pool
all_5__greedy_maxmean__rep3	HG02678	greedy_maxmean	all_5	121.44958	871	0.0	97.21730195177958	unrelated pool
all_5__greedy_maxmean__rep3	HG02694	greedy_maxmean	all_5	118.680244	869	0.0	76.65399309551209	unrelated pool
all_5__greedy_maxmean__rep3	HG02977	greedy_maxmean	all_5	121.44958	899	0.0	97.89880978865406	unrelated pool
all_5__greedy_maxmean__rep3	HG03837	greedy_maxmean	all_5	120.53215	832	0.0	73.20941105769231	unrelated pool
all_5__greedy_maxmean__rep3	HG04152	greedy_maxmean	all_5	120.40764	842	0.0	79.47630641330167	unrelated pool
all_5__greedy_maxmin__rep1	HG01102	greedy_maxmin	all_5	120.84701	891	0.0	76.18509539842873	unrelated pool
all_5__greedy_maxmin__rep1	HG01589	greedy_maxmin	all_5	122.31925	864	11.574074074074403	81.55554398148149	unrelated pool
all_5__greedy_maxmin__rep1	HG02678	greedy_maxmin	all_5	120.84701	871	0.0	92.6325487944891	unrelated pool
all_5__greedy_maxmin__rep1	HG02694	greedy_maxmin	all_5	122.5969	902	0.0	75.07697339246121	unrelated pool
all_5__greedy_maxmin__rep1	HG02977	greedy_maxmin	all_5	121.44958	906	0.0	96.3542825607064	unrelated pool
all_5__greedy_maxmin__rep1	HG03738	greedy_maxmin	all_5	122.58466	832	12.019230769231282	75.61245192307692	unrelated pool
all_5__greedy_maxmin__rep1	HG03837	greedy_maxmin	all_5	121.14041	830	0.0	76.9219156626506	unrelated pool
all_5__greedy_maxmin__rep1	NA18986	greedy_maxmin	all_5	121.14041	849	0.0	79.56987043580683	unrelated pool
all_5__greedy_maxmin__rep2	HG01850	greedy_maxmin	all_5	119.88744	825	0.0	76.4518787878788	unrelated pool
all_5__greedy_maxmin__rep2	HG02262	greedy_maxmin	all_5	120.14991	797	12.547051442910462	86.95853199498117	unrelated pool
all_5__greedy_maxmin__rep2	HG02678	greedy_maxmin	all_5	121.44958	855	11.695906432748204	97.80243274853801	unrelated pool
all_5__greedy_maxmin__rep2	HG02977	greedy_maxmin	all_5	121.44958	884	0.0	97.98168552036199	unrelated pool
all_5__greedy_maxmin__rep2	HG03738	greedy_maxmin	all_5	120.77666	871	0.0	74.2552812858783	unrelated pool
all_5__greedy_maxmin__rep2	HG03837	greedy_maxmin	all_5	119.870766	865	0.0	71.07596531791907	unrelated pool
all_5__greedy_maxmin__rep2	HG04152	greedy_maxmin	all_5	121.326004	856	0.0	79.4943691588785	unrelated pool
all_5__greedy_maxmin__rep2	NA20822	greedy_maxmin	all_5	119.870766	819	0.0	78.0621855921856	unrelated pool
all_5__greedy_maxmin__rep3	HG01589	greedy_maxmin	all_5	118.94957	858	0.0	79.11452214452214	unrelated pool
all_5__greedy_maxmin__rep3	HG01775	greedy_maxmin	all_5	118.94957	810	12.345679012345512	77.62124691358025	unrelated pool
all_5__greedy_maxmin__rep3	HG02154	greedy_maxmin	all_5	119.71216	875	0.0	80.16166857142858	unrelated pool
all_5__greedy_maxmin__rep3	HG02262	greedy_maxmin	all_5	119.71216	813	0.0	78.08441574415744	unrelated pool
all_5__greedy_maxmin__rep3	HG02678	greedy_maxmin	all_5	121.44958	834	0.0	98.56196642685852	unrelated pool
all_5__greedy_maxmin__rep3	HG02977	greedy_maxmin	all_5	121.44958	904	11.061946902655162	97.79349557522124	unrelated pool
all_5__greedy_maxmin__rep3	HG03837	greedy_maxmin	all_5	120.53215	870	11.494252873562871	74.67041379310345	unrelated pool
all_5__greedy_maxmin__rep3	HG04152	greedy_maxmin	all_5	120.40764	882	0.0	78.42351473922902	unrelated pool
all_5__random__rep1	HG00531	random	all_5	101.76935	862	0.0	62.484733178654295	unrelated pool
all_5__random__rep1	HG01029	random	all_5	104.86182	844	0.0	64.45015402843602	unrelated pool
all_5__random__rep1	HG02281	random	all_5	108.397415	853	11.723329425556983	79.39279015240328	unrelated pool
all_5__random__rep1	HG02768	random	all_5	105.028564	870	0.0	86.04996551724138	unrelated pool
all_5__random__rep1	HG02895	random	all_5	104.69002	855	23.39181286549752	78.25798830409357	unrelated pool
all_5__random__rep1	NA18608	random	all_5	101.76935	847	11.806375442738881	63.22670602125147	unrelated pool
all_5__random__rep1	NA19475	random	all_5	104.69002	904	11.061946902655162	81.27865044247787	unrelated pool
all_5__random__rep1	NA20582	random	all_5	110.66617	821	0.0	91.87828258221681	unrelated pool
all_5__random__rep2	HG00158	random	all_5	104.364746	921	0.0	69.18370249728557	unrelated pool
all_5__random__rep2	HG00237	random	all_5	104.364746	829	0.0	67.35371531966224	unrelated pool
all_5__random__rep2	HG01932	random	all_5	105.853676	896	11.160714285713969	72.20121651785715	unrelated pool
all_5__random__rep2	HG02687	random	all_5	113.203354	841	11.890606420927874	80.5785255648038	unrelated pool
all_5__random__rep2	NA18757	random	all_5	109.47146	866	11.547344110854896	74.77811778290993	unrelated pool
all_5__random__rep2	NA19776	random	all_5	107.28001	845	0.0	74.02120710059171	unrelated pool
all_5__random__rep2	NA20812	random	all_5	105.50829	870	34.48275862068972	67.1650459770115	unrelated pool
all_5__random__rep2	NA20900	random	all_5	104.69479	842	23.75296912114022	68.89020190023753	unrelated pool
all_5__random__rep3	HG00357	random	all_5	100.21477	942	0.0	71.7439702760085	unrelated pool
all_5__random__rep3	HG01578	random	all_5	92.36883	832	36.05769230769273	74.77799278846155	unrelated pool
all_5__random__rep3	HG01771	random	all_5	100.21477	882	0.0	70.22416099773243	unrelated pool
all_5__random__rep3	HG01927	random	all_5	92.36883	873	0.0	70.17749140893471	unrelated pool
all_5__random__rep3	HG02688	random	all_5	107.28001	873	0.0	69.65734249713631	unrelated pool
all_5__random__rep3	HG03598	random	all_5	105.39924	867	0.0	68.11629757785467	unrelated pool
all_5__random__rep3	HG03700	random	all_5	106.95794	809	12.360939431397266	70.62840543881335	unrelated pool
all_5__random__rep3	NA18571	random	all_5	109.64488	841	11.890606420927874	67.30576694411415	unrelated pool
