pool	donor	strategy	universe	nn_dist	n	err10k	sng_gap	kind
EUR_AFR__random__rep1	NA20532	random	EUR_AFR	105.79225	829	0.0	72.7085886610374	unrelated pool
EUR_AFR__random__rep2	HG00122	random	EUR_AFR	101.40513	915	0.0	73.40965027322405	unrelated pool
EUR_AFR__random__rep2	HG00137	random	EUR_AFR	101.88719	785	12.73885350318471	69.46630573248407	unrelated pool
EUR_AFR__random__rep2	HG02238	random	EUR_AFR	101.40513	870	11.494252873562871	67.7957816091954	unrelated pool
EUR_AFR__random__rep2	HG02943	random	EUR_AFR	106.113144	861	0.0	87.31397212543554	unrelated pool
EUR_AFR__random__rep2	NA19119	random	EUR_AFR	105.36603	823	12.150668286755595	83.20398541919806	unrelated pool
EUR_AFR__random__rep2	NA20294	random	EUR_AFR	105.36603	741	0.0	85.54955465587045	unrelated pool
EUR_AFR__random__rep2	NA20755	random	EUR_AFR	101.5874	858	23.31002331002363	72.82879953379954	unrelated pool
EUR_AFR__random__rep2	NA20790	random	EUR_AFR	102.40605	759	39.525691699604515	70.60374176548089	unrelated pool
EUR_AFR__random__rep3	HG00235	random	EUR_AFR	98.747154	894	0.0	79.57375838926174	unrelated pool
EUR_AFR__random__rep3	HG01707	random	EUR_AFR	106.37199	827	12.091898428052694	73.08059250302297	unrelated pool
EUR_AFR__random__rep3	HG01883	random	EUR_AFR	108.81177	866	0.0	82.82050808314088	unrelated pool
EUR_AFR__random__rep3	HG02236	random	EUR_AFR	98.747154	886	22.573363431150906	77.4360158013544	unrelated pool
EUR_AFR__random__rep3	HG02944	random	EUR_AFR	106.83164	860	0.0	81.63131395348839	unrelated pool
EUR_AFR__random__rep3	HG03388	random	EUR_AFR	106.83164	880	11.36363636363602	79.59722727272727	unrelated pool
EUR_AFR__random__rep3	HG03469	random	EUR_AFR	107.44301	827	12.091898428052694	76.8565054413543	unrelated pool
EUR_AFR__random__rep3	NA19023	random	EUR_AFR	107.73115	802	12.468827930174342	80.80200748129676	unrelated pool
EUR_EAS__ancestry_balanced__rep1	HG00590	ancestry_balanced	EUR_EAS	99.458534	825	24.2424242424244	68.50730909090909	unrelated pool
EUR_EAS__ancestry_balanced__rep1	HG00675	ancestry_balanced	EUR_EAS	99.0404	868	11.520737327188613	66.37958525345623	unrelated pool
EUR_EAS__ancestry_balanced__rep1	HG01697	ancestry_balanced	EUR_EAS	103.51811	814	12.285012285012664	66.4837714987715	unrelated pool
EUR_EAS__ancestry_balanced__rep1	HG01817	ancestry_balanced	EUR_EAS	101.77426	894	11.185682326622093	63.71435123042505	unrelated pool
EUR_EAS__ancestry_balanced__rep1	HG02155	ancestry_balanced	EUR_EAS	99.0404	849	0.0	72.10778563015312	unrelated pool
EUR_EAS__ancestry_balanced__rep1	NA07347	ancestry_balanced	EUR_EAS	103.51811	911	10.97694840834218	72.10647639956092	unrelated pool
EUR_EAS__ancestry_balanced__rep1	NA12749	ancestry_balanced	EUR_EAS	103.43114	868	11.520737327188613	69.82570276497695	unrelated pool
EUR_EAS__ancestry_balanced__rep1	NA12843	ancestry_balanced	EUR_EAS	103.43114	838	11.933174224343368	63.043126491646774	unrelated pool
EUR_EAS__ancestry_balanced__rep2	HG00443	ancestry_balanced	EUR_EAS	97.62684	860	0.0	64.60456976744186	unrelated pool
EUR_EAS__ancestry_balanced__rep2	HG00463	ancestry_balanced	EUR_EAS	97.62684	862	11.600928074245731	70.41564965197216	unrelated pool
EUR_EAS__ancestry_balanced__rep2	HG02373	ancestry_balanced	EUR_EAS	97.8979	832	0.0	64.26216346153846	unrelated pool
EUR_EAS__ancestry_balanced__rep2	NA12775	ancestry_balanced	EUR_EAS	106.25441	840	11.904761904761862	66.94451190476191	unrelated pool
EUR_EAS__ancestry_balanced__rep2	NA18526	ancestry_balanced	EUR_EAS	99.94999	864	11.574074074074403	63.65461805555556	unrelated pool
EUR_EAS__ancestry_balanced__rep2	NA20757	ancestry_balanced	EUR_EAS	108.13418	797	12.547051442910462	88.10803011292347	unrelated pool
EUR_EAS__ancestry_balanced__rep2	NA20799	ancestry_balanced	EUR_EAS	106.25441	922	0.0	63.83489154013016	unrelated pool
EUR_EAS__ancestry_balanced__rep2	NA20811	ancestry_balanced	EUR_EAS	107.847115	868	11.520737327188613	65.25167050691245	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG00096	greedy_maxmean	EUR_EAS	111.25197	852	11.737089201877549	68.84534037558686	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG00108	greedy_maxmean	EUR_EAS	113.19011	837	23.89486260453988	69.82537634408602	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG00256	greedy_maxmean	EUR_EAS	111.25197	813	12.300123001229846	67.76610086100861	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG00358	greedy_maxmean	EUR_EAS	111.2969	866	11.547344110854896	66.06921478060046	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG00525	greedy_maxmean	EUR_EAS	109.15585	879	0.0	67.13102389078499	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG01628	greedy_maxmean	EUR_EAS	113.52533	827	12.091898428052694	70.73735187424425	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG01841	greedy_maxmean	EUR_EAS	108.36512	848	11.79245283018826	73.19521226415094	unrelated pool
EUR_EAS__greedy_maxmean__rep1	HG02154	greedy_maxmean	EUR_EAS	108.36512	920	10.869565217391797	65.68315217391304	unrelated pool
EUR_EAS__greedy_maxmean__rep2	HG00096	greedy_maxmean	EUR_EAS	108.0833	866	0.0	68.83762124711316	unrelated pool
EUR_EAS__greedy_maxmean__rep2	HG00117	greedy_maxmean	EUR_EAS	108.503456	856	11.68224299065379	68.15505841121495	unrelated pool
EUR_EAS__greedy_maxmean__rep2	HG00358	greedy_maxmean	EUR_EAS	113.14592	874	0.0	69.22605263157895	unrelated pool
EUR_EAS__greedy_maxmean__rep2	HG00525	greedy_maxmean	EUR_EAS	109.15585	850	11.764705882353343	66.11	unrelated pool
EUR_EAS__greedy_maxmean__rep2	HG01628	greedy_maxmean	EUR_EAS	109.54451	813	0.0	75.66908979089791	unrelated pool
EUR_EAS__greedy_maxmean__rep2	HG01841	greedy_maxmean	EUR_EAS	108.36512	843	11.862396204033177	73.98646500593121	unrelated pool
EUR_EAS__greedy_maxmean__rep2	HG02154	greedy_maxmean	EUR_EAS	108.36512	921	10.857763300760048	65.19686210640607	unrelated pool
EUR_EAS__greedy_maxmean__rep2	NA20769	greedy_maxmean	EUR_EAS	108.0833	823	0.0	71.23390036452005	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG00096	greedy_maxmean	EUR_EAS	111.754196	892	11.210762331838042	68.91390134529148	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG00117	greedy_maxmean	EUR_EAS	111.754196	839	35.75685339690104	64.81640047675805	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG00358	greedy_maxmean	EUR_EAS	110.25425	876	0.0	68.74969178082192	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG00525	greedy_maxmean	EUR_EAS	103.08249	897	0.0	63.07923076923077	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG00593	greedy_maxmean	EUR_EAS	103.08249	827	12.091898428052694	63.62003627569528	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG01624	greedy_maxmean	EUR_EAS	110.25425	850	23.52941176470558	62.07715294117647	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG01628	greedy_maxmean	EUR_EAS	113.52533	866	0.0	71.95396073903002	unrelated pool
EUR_EAS__greedy_maxmean__rep3	HG02154	greedy_maxmean	EUR_EAS	105.0	841	11.890606420927874	64.13303210463734	unrelated pool
EUR_EAS__greedy_maxmin__rep1	HG00096	greedy_maxmin	EUR_EAS	111.754196	852	11.737089201877549	65.6137441314554	unrelated pool
EUR_EAS__greedy_maxmin__rep1	HG00117	greedy_maxmin	EUR_EAS	111.754196	871	0.0	65.60082663605051	unrelated pool
EUR_EAS__greedy_maxmin__rep1	HG00358	greedy_maxmin	EUR_EAS	113.74533	872	22.935779816514177	68.03422018348624	unrelated pool
EUR_EAS__greedy_maxmin__rep1	HG01628	greedy_maxmin	EUR_EAS	113.52533	880	11.36363636363602	71.84890909090909	unrelated pool
EUR_EAS__greedy_maxmin__rep1	HG01781	greedy_maxmin	EUR_EAS	111.888336	872	11.467889908256534	67.6220756880734	unrelated pool
EUR_EAS__greedy_maxmin__rep1	NA06994	greedy_maxmin	EUR_EAS	113.21219	839	47.67580452920139	72.81408820023839	unrelated pool
EUR_EAS__greedy_maxmin__rep1	NA11994	greedy_maxmin	EUR_EAS	111.888336	863	0.0	69.21253765932792	unrelated pool
EUR_EAS__greedy_maxmin__rep1	NA18642	greedy_maxmin	EUR_EAS	113.21219	823	12.150668286755595	81.41098420413124	unrelated pool
EUR_EAS__greedy_maxmin__rep2	HG00358	greedy_maxmin	EUR_EAS	110.503395	888	33.783783783783996	68.13390765765766	unrelated pool
EUR_EAS__greedy_maxmin__rep2	HG00525	greedy_maxmin	EUR_EAS	109.15585	879	22.753128555176303	63.66105802047782	unrelated pool
EUR_EAS__greedy_maxmin__rep2	HG01628	greedy_maxmin	EUR_EAS	109.54451	821	12.180267965895553	73.2715347137637	unrelated pool
EUR_EAS__greedy_maxmin__rep2	HG01781	greedy_maxmin	EUR_EAS	111.40467	873	11.45475372279492	71.01138602520047	unrelated pool
EUR_EAS__greedy_maxmin__rep2	HG02154	greedy_maxmin	EUR_EAS	109.15585	910	32.96703296703285	64.0634065934066	unrelated pool
EUR_EAS__greedy_maxmin__rep2	HG02233	greedy_maxmin	EUR_EAS	109.96818	894	11.185682326622093	66.7902125279642	unrelated pool
EUR_EAS__greedy_maxmin__rep2	NA18944	greedy_maxmin	EUR_EAS	110.227036	835	11.976047904191933	65.09643113772455	unrelated pool
EUR_EAS__greedy_maxmin__rep2	NA20769	greedy_maxmin	EUR_EAS	109.54451	827	0.0	69.99500604594921	unrelated pool
EUR_EAS__greedy_maxmin__rep3	HG00096	greedy_maxmin	EUR_EAS	111.754196	892	11.210762331838042	64.8117600896861	unrelated pool
EUR_EAS__greedy_maxmin__rep3	HG00117	greedy_maxmin	EUR_EAS	111.754196	875	0.0	64.91796571428571	unrelated pool
EUR_EAS__greedy_maxmin__rep3	HG00358	greedy_maxmin	EUR_EAS	113.74533	867	11.534025374856371	66.9380738177624	unrelated pool
EUR_EAS__greedy_maxmin__rep3	HG00593	greedy_maxmin	EUR_EAS	114.17092	793	0.0	84.1230895334174	unrelated pool
EUR_EAS__greedy_maxmin__rep3	HG01781	greedy_maxmin	EUR_EAS	111.888336	867	23.06805074971163	69.94668973471741	unrelated pool
EUR_EAS__greedy_maxmin__rep3	NA11994	greedy_maxmin	EUR_EAS	111.888336	844	0.0	67.78315165876778	unrelated pool
EUR_EAS__greedy_maxmin__rep3	NA12282	greedy_maxmin	EUR_EAS	112.05802	869	34.522439585730204	62.988365937859605	unrelated pool
EUR_EAS__greedy_maxmin__rep3	NA20527	greedy_maxmin	EUR_EAS	112.938034	849	11.778563015312216	67.16881036513546	unrelated pool
EUR_EAS__random__rep1	HG00151	random	EUR_EAS	101.8332	893	33.59462486002273	68.18096304591265	unrelated pool
EUR_EAS__random__rep1	HG00304	random	EUR_EAS	100.76209	862	11.600928074245731	73.0345011600928	unrelated pool
EUR_EAS__random__rep1	HG00332	random	EUR_EAS	100.76209	853	11.723329425556983	66.77002344665885	unrelated pool
EUR_EAS__random__rep1	HG00355	random	EUR_EAS	103.58089	893	11.198208286674616	65.92903695408734	unrelated pool
EUR_EAS__random__rep1	HG02057	random	EUR_EAS	102.625534	852	11.737089201877549	63.44593896713615	unrelated pool
EUR_EAS__random__rep1	NA07346	random	EUR_EAS	104.081696	864	0.0	68.94047453703703	unrelated pool
EUR_EAS__random__rep1	NA18582	random	EUR_EAS	100.96534	805	0.0	62.10715527950311	unrelated pool
EUR_EAS__random__rep1	NA18636	random	EUR_EAS	100.96534	900	22.222222222222364	61.07143333333333	unrelated pool
EUR_EAS__random__rep2	HG00118	random	EUR_EAS	103.08249	917	0.0	68.36932388222465	unrelated pool
EUR_EAS__random__rep2	HG00130	random	EUR_EAS	103.08249	838	0.0	70.10884248210024	unrelated pool
EUR_EAS__random__rep2	HG00689	random	EUR_EAS	101.24229	875	22.85714285714335	59.109280000000005	unrelated pool
EUR_EAS__random__rep2	HG01801	random	EUR_EAS	98.24459	850	0.0	68.30951764705883	unrelated pool
EUR_EAS__random__rep2	NA18608	random	EUR_EAS	100.409164	881	11.350737797957144	62.44906923950057	unrelated pool
EUR_EAS__random__rep2	NA19087	random	EUR_EAS	98.24459	881	0.0	56.31400681044268	unrelated pool
EUR_EAS__random__rep2	NA20762	random	EUR_EAS	103.16492	895	0.0	68.54981005586592	unrelated pool
EUR_EAS__random__rep2	NA20797	random	EUR_EAS	104.919014	826	12.10653753026647	65.32746973365617	unrelated pool
EUR_EAS__random__rep3	HG00183	random	EUR_EAS	108.29589	908	0.0	79.58827092511012	unrelated pool
EUR_EAS__random__rep3	HG00500	random	EUR_EAS	99.433395	839	11.918951132300348	56.48910607866508	unrelated pool
EUR_EAS__random__rep3	HG00590	random	EUR_EAS	97.05153	854	0.0	60.99203747072599	unrelated pool
EUR_EAS__random__rep3	HG00684	random	EUR_EAS	97.05153	894	11.185682326622093	61.22931767337808	unrelated pool
EUR_EAS__random__rep3	HG01802	random	EUR_EAS	99.433395	861	11.614401858304202	59.87278745644599	unrelated pool
EUR_EAS__random__rep3	HG02224	random	EUR_EAS	108.29589	871	0.0	80.16383467278989	unrelated pool
EUR_EAS__random__rep3	HG02380	random	EUR_EAS	99.523865	851	0.0	56.78239717978848	unrelated pool
EUR_EAS__random__rep3	NA18562	random	EUR_EAS	99.33277	800	24.999999999999467	65.9446625	unrelated pool
EUR_only__adversarial_family__rep1	HG00106	adversarial_family	EUR_only	102.13716	797	12.547051442910462	63.95276035131744	family pool
EUR_only__adversarial_family__rep1	HG00109	adversarial_family	EUR_only	104.13933	861	11.614401858304202	64.30717770034843	family pool
EUR_only__adversarial_family__rep1	NA10838	adversarial_family	EUR_only	74.20242	817	36.71970624234966	32.89211750305998	family pool
EUR_only__adversarial_family__rep1	NA10839	adversarial_family	EUR_only	76.55717	897	44.59308807134854	33.9170011148272	family pool
EUR_only__adversarial_family__rep1	NA12003	adversarial_family	EUR_only	75.21968	825	48.4848484848488	37.468812121212125	family pool
EUR_only__adversarial_family__rep1	NA12004	adversarial_family	EUR_only	74.20242	835	47.904191616766624	42.755904191616764	family pool
EUR_only__adversarial_family__rep1	NA12005	adversarial_family	EUR_only	77.38217	866	46.189376443418475	42.252424942263275	family pool
EUR_only__adversarial_family__rep1	NA12006	adversarial_family	EUR_only	76.55717	872	34.403669724770715	40.20455275229358	family pool
EUR_only__adversarial_family__rep2	HG00148	adversarial_family	EUR_only	103.918236	836	0.0	66.80338516746411	family pool
EUR_only__adversarial_family__rep2	NA12546	adversarial_family	EUR_only	104.78072	833	0.0	68.93794717887154	family pool
EUR_only__adversarial_family__rep2	NA12877	adversarial_family	EUR_only	75.94735	788	38.071065989847554	34.96328680203046	family pool
EUR_only__adversarial_family__rep2	NA12878	adversarial_family	EUR_only	75.80897	850	94.11764705882342	33.5184	family pool
EUR_only__adversarial_family__rep2	NA12889	adversarial_family	EUR_only	76.308586	814	85.99508599508643	42.22592137592138	family pool
EUR_only__adversarial_family__rep2	NA12890	adversarial_family	EUR_only	75.94735	816	24.50980392156854	43.038664215686275	family pool
EUR_only__adversarial_family__rep2	NA12891	adversarial_family	EUR_only	75.80897	863	11.587485515642815	44.37580533024334	family pool
EUR_only__adversarial_family__rep2	NA12892	adversarial_family	EUR_only	76.18399	796	0.0	38.86379396984925	family pool
EUR_only__adversarial_family__rep3	NA07346	adversarial_family	EUR_only	105.17129	867	23.06805074971163	67.27449826989618	family pool
EUR_only__adversarial_family__rep3	NA10860	adversarial_family	EUR_only	74.65253	833	84.03361344537785	35.12547418967587	family pool
EUR_only__adversarial_family__rep3	NA10861	adversarial_family	EUR_only	74.87323	888	11.261261261261701	35.36699324324324	family pool
EUR_only__adversarial_family__rep3	NA11992	adversarial_family	EUR_only	78.1409	841	47.56242568371039	39.27127229488704	family pool
EUR_only__adversarial_family__rep3	NA11993	adversarial_family	EUR_only	74.65253	805	24.8447204968949	46.56114285714286	family pool
EUR_only__adversarial_family__rep3	NA11994	adversarial_family	EUR_only	74.87323	836	23.923444976076127	39.29126794258373	family pool
EUR_only__adversarial_family__rep3	NA11995	adversarial_family	EUR_only	76.6355	861	23.228803716608404	43.18961672473868	family pool
EUR_only__adversarial_family__rep3	NA12873	adversarial_family	EUR_only	102.61579	843	11.862396204033177	65.26870699881376	family pool
EUR_only__adversarial_mindist__rep1	HG00105	adversarial_mindist	EUR_only	96.70574	898	22.271714922048602	63.79161469933185	unrelated pool
EUR_only__adversarial_mindist__rep1	HG00106	adversarial_mindist	EUR_only	96.70574	771	25.940337224383825	67.11750972762646	unrelated pool
EUR_only__adversarial_mindist__rep1	HG00357	adversarial_mindist	EUR_only	97.13393	893	22.39641657334812	66.38848824188129	unrelated pool
EUR_only__adversarial_mindist__rep1	HG00362	adversarial_mindist	EUR_only	98.2395	871	34.443168771527425	65.97244546498278	unrelated pool
EUR_only__adversarial_mindist__rep1	HG01507	adversarial_mindist	EUR_only	97.066986	826	12.10653753026647	67.27722760290557	unrelated pool
EUR_only__adversarial_mindist__rep1	NA12046	adversarial_mindist	EUR_only	99.89494	811	12.330456226880004	69.53992601726263	unrelated pool
EUR_only__adversarial_mindist__rep1	NA12761	adversarial_mindist	EUR_only	97.13393	851	0.0	58.63497062279671	unrelated pool
EUR_only__adversarial_mindist__rep1	NA20821	adversarial_mindist	EUR_only	98.478424	891	0.0	62.49644219977554	unrelated pool
EUR_only__adversarial_mindist__rep2	HG00141	adversarial_mindist	EUR_only	95.77578	679	29.45508100147265	76.54748159057438	unrelated pool
EUR_only__adversarial_mindist__rep2	HG00150	adversarial_mindist	EUR_only	97.575615	874	11.441647597254523	65.87686498855835	unrelated pool
EUR_only__adversarial_mindist__rep2	HG01507	adversarial_mindist	EUR_only	96.2185	809	24.721878862793425	65.0983065512979	unrelated pool
EUR_only__adversarial_mindist__rep2	HG01518	adversarial_mindist	EUR_only	95.77578	846	0.0	61.405248226950356	unrelated pool
EUR_only__adversarial_mindist__rep2	NA12234	adversarial_mindist	EUR_only	97.93876	826	0.0	64.78503631961259	unrelated pool
EUR_only__adversarial_mindist__rep2	NA12283	adversarial_mindist	EUR_only	97.06184	789	0.0	66.36275031685678	unrelated pool
EUR_only__adversarial_mindist__rep2	NA12718	adversarial_mindist	EUR_only	97.575615	826	24.21307506053294	64.93757869249394	unrelated pool
EUR_only__adversarial_mindist__rep2	NA20818	adversarial_mindist	EUR_only	96.2289	831	12.03369434416346	61.47256317689531	unrelated pool
EUR_only__adversarial_mindist__rep3	HG00123	adversarial_mindist	EUR_only	96.519424	884	11.312217194570096	66.13150452488688	unrelated pool
EUR_only__adversarial_mindist__rep3	HG00158	adversarial_mindist	EUR_only	97.96428	866	23.09468822170868	61.175877598152425	unrelated pool
EUR_only__adversarial_mindist__rep3	HG00311	adversarial_mindist	EUR_only	98.95959	853	23.446658851113966	67.89093786635405	unrelated pool
EUR_only__adversarial_mindist__rep3	HG00357	adversarial_mindist	EUR_only	97.96428	904	22.123893805309216	63.81504424778761	unrelated pool
EUR_only__adversarial_mindist__rep3	HG02221	adversarial_mindist	EUR_only	96.519424	870	11.494252873562871	70.80136781609195	unrelated pool
EUR_only__adversarial_mindist__rep3	NA12873	adversarial_mindist	EUR_only	99.965	838	11.933174224343368	62.623782816229124	unrelated pool
EUR_only__adversarial_mindist__rep3	NA20756	adversarial_mindist	EUR_only	98.610344	881	11.350737797957144	61.61250851305335	unrelated pool
EUR_only__adversarial_mindist__rep3	NA20821	adversarial_mindist	EUR_only	99.0101	866	0.0	59.79071593533487	unrelated pool
EUR_only__greedy_maxkl__rep1	HG00096	greedy_maxkl	EUR_only	111.04504	886	45.14672686230292	66.73934537246049	unrelated pool
EUR_only__greedy_maxkl__rep2	HG00096	greedy_maxkl	EUR_only	108.480415	887	0.0	67.3485682074408	unrelated pool
EUR_only__greedy_maxkl__rep2	HG00097	greedy_maxkl	EUR_only	103.96153	883	11.325028312570984	71.11677236693092	unrelated pool
EUR_only__greedy_maxkl__rep2	HG00099	greedy_maxkl	EUR_only	100.5286	808	12.376237623762387	67.09985148514852	unrelated pool
EUR_only__greedy_maxkl__rep2	HG00100	greedy_maxkl	EUR_only	102.088196	863	11.587485515642815	63.046454229432214	unrelated pool
EUR_only__greedy_maxkl__rep2	HG00101	greedy_maxkl	EUR_only	101.306465	843	0.0	61.452704626334516	unrelated pool
EUR_only__greedy_maxkl__rep2	HG00102	greedy_maxkl	EUR_only	100.5286	818	0.0	64.28931540342299	unrelated pool
EUR_only__greedy_maxkl__rep2	HG00103	greedy_maxkl	EUR_only	101.306465	857	11.66861143523934	68.00927654609102	unrelated pool
EUR_only__greedy_maxkl__rep2	NA20802	greedy_maxkl	EUR_only	104.89042	753	0.0	78.24856573705179	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00096	greedy_maxkl	EUR_only	108.480415	890	33.70786516853963	66.92123595505618	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00097	greedy_maxkl	EUR_only	103.96153	868	11.520737327188613	70.68198156682027	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00099	greedy_maxkl	EUR_only	100.5286	831	12.03369434416346	65.1424548736462	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00100	greedy_maxkl	EUR_only	102.088196	869	11.507479861909697	62.977813578826236	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00101	greedy_maxkl	EUR_only	101.306465	852	11.737089201877549	59.72515258215962	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00102	greedy_maxkl	EUR_only	100.5286	841	0.0	63.314102259215225	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00103	greedy_maxkl	EUR_only	101.306465	844	0.0	69.47812796208531	unrelated pool
EUR_only__greedy_maxkl__rep3	HG00309	greedy_maxkl	EUR_only	105.6693	813	0.0	61.90980319803198	unrelated pool
EUR_only__greedy_maxmean__rep1	HG00096	greedy_maxmean	EUR_only	108.94953	836	11.961722488038617	67.26760765550239	unrelated pool
EUR_only__greedy_maxmean__rep1	HG00106	greedy_maxmean	EUR_only	108.64622	779	12.836970474967568	73.73227214377407	unrelated pool
EUR_only__greedy_maxmean__rep1	HG00108	greedy_maxmean	EUR_only	111.92855	885	22.59887005649719	65.47627118644068	unrelated pool
EUR_only__greedy_maxmean__rep1	HG00117	greedy_maxmean	EUR_only	110.85576	806	0.0	66.67251861042185	unrelated pool
EUR_only__greedy_maxmean__rep1	HG00358	greedy_maxmean	EUR_only	113.19011	915	10.928961748634114	65.95300546448088	unrelated pool
EUR_only__greedy_maxmean__rep1	HG01628	greedy_maxmean	EUR_only	113.52533	852	11.737089201877549	74.59205399061032	unrelated pool
EUR_only__greedy_maxmean__rep1	NA11994	greedy_maxmean	EUR_only	110.29053	869	23.014959723820503	67.63544303797468	unrelated pool
EUR_only__greedy_maxmean__rep1	NA20585	greedy_maxmean	EUR_only	108.64622	871	0.0	69.79695752009185	unrelated pool
EUR_only__greedy_maxmean__rep2	HG00096	greedy_maxmean	EUR_only	109.50799	874	11.441647597254523	67.89310068649885	unrelated pool
EUR_only__greedy_maxmean__rep2	HG00117	greedy_maxmean	EUR_only	108.76121	879	11.376564277588708	66.74352673492605	unrelated pool
EUR_only__greedy_maxmean__rep2	HG00358	greedy_maxmean	EUR_only	109.15127	837	11.947431302270495	67.6747311827957	unrelated pool
EUR_only__greedy_maxmean__rep2	HG01628	greedy_maxmean	EUR_only	113.52533	856	23.36448598130869	71.21844626168225	unrelated pool
EUR_only__greedy_maxmean__rep2	HG01781	greedy_maxmean	EUR_only	107.04672	835	23.952095808382758	66.55322155688623	unrelated pool
EUR_only__greedy_maxmean__rep2	NA06994	greedy_maxmean	EUR_only	109.503426	855	11.695906432748204	69.96948538011696	unrelated pool
EUR_only__greedy_maxmean__rep2	NA20529	greedy_maxmean	EUR_only	108.76121	866	11.547344110854896	68.86123556581987	unrelated pool
EUR_only__greedy_maxmean__rep2	NA20802	greedy_maxmean	EUR_only	107.04672	755	13.245033112583293	78.6944238410596	unrelated pool
EUR_only__greedy_maxmean__rep3	HG00096	greedy_maxmean	EUR_only	109.21996	842	11.87648456057011	64.11736342042755	unrelated pool
EUR_only__greedy_maxmean__rep3	HG00108	greedy_maxmean	EUR_only	109.822586	892	0.0	61.749473094170405	unrelated pool
EUR_only__greedy_maxmean__rep3	HG00309	greedy_maxmean	EUR_only	108.06942	819	12.210012210012167	68.24894993894993	unrelated pool
EUR_only__greedy_maxmean__rep3	HG00358	greedy_maxmean	EUR_only	109.32977	865	0.0	66.81728323699421	unrelated pool
EUR_only__greedy_maxmean__rep3	HG01628	greedy_maxmean	EUR_only	113.52533	899	0.0	70.46234705228031	unrelated pool
EUR_only__greedy_maxmean__rep3	HG01781	greedy_maxmean	EUR_only	109.83169	874	11.441647597254523	65.41102974828375	unrelated pool
EUR_only__greedy_maxmean__rep3	NA06994	greedy_maxmean	EUR_only	110.149895	806	12.40694789081842	70.34758064516129	unrelated pool
EUR_only__greedy_maxmean__rep3	NA20529	greedy_maxmean	EUR_only	108.06942	891	11.223344556677839	66.24425364758697	unrelated pool
EUR_only__greedy_maxmin__rep1	HG00096	greedy_maxmin	EUR_only	111.516815	886	11.286681715575453	65.88615124153499	unrelated pool
EUR_only__greedy_maxmin__rep1	HG00108	greedy_maxmin	EUR_only	110.58933	905	0.0	65.71787845303868	unrelated pool
EUR_only__greedy_maxmin__rep1	HG00117	greedy_maxmin	EUR_only	111.7184	824	24.271844660194162	65.57189320388349	unrelated pool
EUR_only__greedy_maxmin__rep1	HG00282	greedy_maxmin	EUR_only	111.314865	858	11.655011655011815	70.87020979020978	unrelated pool
EUR_only__greedy_maxmin__rep1	HG00358	greedy_maxmin	EUR_only	110.85125	873	11.45475372279492	65.23273768613974	unrelated pool
EUR_only__greedy_maxmin__rep1	HG01628	greedy_maxmin	EUR_only	110.19074	838	23.866348448687845	70.07678997613365	unrelated pool
EUR_only__greedy_maxmin__rep1	NA12873	greedy_maxmin	EUR_only	110.19074	820	0.0	69.20639024390243	unrelated pool
EUR_only__greedy_maxmin__rep1	NA20535	greedy_maxmin	EUR_only	110.58933	838	23.866348448687845	70.18255369928401	unrelated pool
EUR_only__greedy_maxmin__rep2	HG00096	greedy_maxmin	EUR_only	111.53923	905	0.0	65.03028729281769	unrelated pool
EUR_only__greedy_maxmin__rep2	HG00117	greedy_maxmin	EUR_only	109.52169	835	0.0	63.978562874251494	unrelated pool
EUR_only__greedy_maxmin__rep2	HG00138	greedy_maxmin	EUR_only	109.93635	877	22.805017103763035	62.985165336374	unrelated pool
EUR_only__greedy_maxmin__rep2	HG00313	greedy_maxmin	EUR_only	111.530266	867	0.0	63.60377162629758	unrelated pool
EUR_only__greedy_maxmin__rep2	HG00358	greedy_maxmin	EUR_only	109.15127	865	0.0	61.865294797687866	unrelated pool
EUR_only__greedy_maxmin__rep2	HG01602	greedy_maxmin	EUR_only	109.93635	810	12.345679012345512	77.77641975308642	unrelated pool
EUR_only__greedy_maxmin__rep2	HG01628	greedy_maxmin	EUR_only	111.06755	856	23.36448598130869	71.0504906542056	unrelated pool
EUR_only__greedy_maxmin__rep2	NA20802	greedy_maxmin	EUR_only	109.15127	772	25.90673575129543	81.2173445595855	unrelated pool
