pool	acc	p_sng	universe	strategy	min_dist	mean_dist	kl_min	heldout	p_donor	ll_gap	sng_gap	frac_below20	modality
AFR_only__greedy_maxmin__rep3	0.8339301148289913	0.8343005309297444	AFR_only	greedy_maxmin	113.22986	119.63824	2.2141087	False	0.9995560159834246	11.194377682403434	82.20128459375462	0.07666124019535296	gex
AFR_only__random__rep1	0.809359180145697	0.8097295962464501	AFR_only	random	103.54226	109.27419	1.8514512	False	0.9995425434583715	10.319004269594389	77.95067551082647	0.0911863372979567	gex
AFR_only__random__rep2	0.8478824546240277	0.848623286825534	AFR_only	random	104.54664	109.404625	1.8875444	False	0.9991270187690965	10.788486832533101	78.15141568456279	0.09239051360395752	gex
AFR_only__random__rep3	0.8226941597728115	0.8235584640079022	AFR_only	random	102.66937	106.53491	1.8203664	True	0.9989505247376311	10.156107946026987	75.15273763118441	0.09220389805097451	gex
AMR_only__adversarial_mindist__rep1	0.8339301148289913	0.8346709470304976	AMR_only	adversarial_mindist	97.07213592529295	100.89122009277344	1.3000755310058594	True	0.999112426035503	9.266041420118343	68.14094082840236	0.12766272189349112	gex
AMR_only__adversarial_mindist__rep2	0.8465242622545993	0.8484998147919496	AMR_only	adversarial_mindist	85.6913070678711	89.3214340209961	0.971569836139679	False	0.9976717112922002	7.413410942956927	52.942472351571595	0.20532596041909196	gex
AMR_only__adversarial_mindist__rep3	0.8483763427583653	0.8496110630942092	AMR_only	adversarial_mindist	86.42916107177734	91.60359191894533	1.0042986869812012	True	0.9985467228600494	7.492521435837815	53.429258828658625	0.19793634646127017	gex
AMR_only__greedy_maxkl__rep1	0.8435609334485739	0.8446721817508335	AMR_only	greedy_maxkl	109.18791198730467	114.7220230102539	1.597160577774048	False	0.9986844028650782	8.534464259611168	62.83714661599181	0.153340154948107	gex
AMR_only__greedy_maxkl__rep2	0.8350413631312508	0.8363995555006791	AMR_only	greedy_maxkl	110.7835693359375	115.70594787597656	1.7023320198059082	True	0.9983761440803071	8.122209920283437	60.37540596397992	0.16607617360496013	gex
AMR_only__greedy_maxkl__rep3	0.8359056673663415	0.8371403877021855	AMR_only	greedy_maxkl	111.1080551147461	114.90013885498048	1.6879433393478394	False	0.9985250737463127	8.238688790560472	61.39467404129794	0.1603244837758112	gex
AMR_only__greedy_maxmean__rep1	0.8397333004074578	0.8405976046425485	AMR_only	greedy_maxmean	97.077286	116.93925	1.6274672	False	0.9989717978848414	10.414650411280846	76.54110458284372	0.09532902467685077	gex
AMR_only__greedy_maxmean__rep2	0.8396098283738733	0.8405976046425485	AMR_only	greedy_maxmean	97.27281	118.112206	1.6340297	True	0.9988249118683902	10.11564189189189	75.005562573443	0.1076674500587544	gex
AMR_only__greedy_maxmean__rep3	0.8466477342881837	0.8472650944561056	AMR_only	greedy_maxmean	99.05049	117.412926	1.6942998	False	0.9992713494607987	10.660816088603907	77.8499533663655	0.09239288837073739	gex
AMR_only__greedy_maxmin__rep1	0.8564020249413508	0.8570193851092728	AMR_only	greedy_maxmin	109.18791	114.72202	2.0588567	False	0.9992796427027806	9.801551649618212	71.00801757671806	0.1146808817173318	gex
AMR_only__greedy_maxmin__rep2	0.8484998147919496	0.849240646993456	AMR_only	greedy_maxmin	110.78357	115.70595	2.119472	False	0.9991276533876127	9.63695987205583	70.74827711544054	0.12082000581564409	gex
AMR_only__greedy_maxmin__rep3	0.8470181503889369	0.8475120385232745	AMR_only	greedy_maxmin	111.108055	114.90014	2.1319063	True	0.9994172494172494	10.417824883449883	76.43094988344988	0.10314685314685315	gex
AMR_only__random__rep1	0.8530682800345721	0.8536856402024942	AMR_only	random	99.944984	108.27232	1.7250395	False	0.9992768296210587	9.907201330633496	70.94448221000869	0.11165750650853341	gex
AMR_only__random__rep2	0.844548709717249	0.8452895419187554	AMR_only	random	103.71596	107.51616	1.8576682	False	0.9991235758106923	9.83258691206544	71.49004236050249	0.11335086181711948	gex
AMR_only__random__rep3	0.8559081368070132	0.8564020249413508	AMR_only	random	95.01053	108.602104	1.5589077	False	0.9994232987312572	10.07550461361015	73.88192185697808	0.11058246828143022	gex
EAS_only__adversarial_mindist__rep1	0.8333127546610692	0.8351648351648352	EAS_only	adversarial_mindist	92.89779663085938	95.63932037353516	1.169398069381714	False	0.9977823772915435	8.013837965700768	58.97422087522176	0.16543465405085747	gex
EAS_only__adversarial_mindist__rep2	0.8508457834300531	0.8520805037658971	EAS_only	adversarial_mindist	90.65869903564452	94.51172637939452	1.152632474899292	True	0.9985509346471526	7.861920011592523	57.112290972322846	0.17533690769453703	gex
EAS_only__adversarial_mindist__rep3	0.8398567724410421	0.841091492776886	EAS_only	adversarial_mindist	90.57593536376952	95.3362274169922	1.115867257118225	False	0.9985320023487962	7.981470933646506	58.76538608338227	0.162507339988256	gex
EAS_only__greedy_maxkl__rep1	0.8534386961353253	0.8544264724040005	EAS_only	greedy_maxkl	105.17604064941406	108.05689239501952	1.482422113418579	True	0.9988439306358381	8.342426300578035	59.925494219653174	0.1643063583815029	gex
EAS_only__greedy_maxkl__rep2	0.8483763427583653	0.8497345351277935	EAS_only	greedy_maxkl	102.90287017822266	105.93866729736328	1.4526095390319824	False	0.9984016274338855	8.279617843650103	59.27660418482999	0.17015402499273466	gex
EAS_only__greedy_maxkl__rep3	0.8480059266576121	0.849240646993456	EAS_only	greedy_maxkl	104.01441955566406	107.6406021118164	1.4437906742095947	False	0.9985460889793545	8.351286711253271	59.615212271009014	0.1642919453329456	gex
EAS_only__greedy_maxmean__rep1	0.8282504012841091	0.8296085936535375	EAS_only	greedy_maxmean	101.04949	108.488594	1.7633773	False	0.9983628516148236	8.088938830183062	59.95729870516446	0.1595475517190058	gex
EAS_only__greedy_maxmean__rep2	0.8409680207433017	0.8419557970119768	EAS_only	greedy_maxmean	101.862656	107.79176	1.7918719	False	0.9988268074497727	8.06743950725913	59.05563572371315	0.16424695703182285	gex
EAS_only__greedy_maxmean__rep3	0.8536856402024942	0.8543030003704161	EAS_only	greedy_maxmean	102.86399	107.9199	1.8272742	False	0.9992773522185286	8.208512790865731	58.9305694464518	0.16548634195693018	gex
EAS_only__greedy_maxmin__rep1	0.8431905173478207	0.8440548215829115	EAS_only	greedy_maxmin	105.17604	108.05689	1.9103398	False	0.9989760093622001	8.426435049736687	60.95390140433002	0.15769455822118197	gex
EAS_only__greedy_maxmin__rep2	0.8543030003704161	0.8554142486726757	EAS_only	greedy_maxmin	102.90287	105.93867	1.8286557	False	0.9987009237875288	8.465848729792148	60.736111431870675	0.1527136258660508	gex
EAS_only__greedy_maxmin__rep3	0.858377577478701	0.8594888257809606	EAS_only	greedy_maxmin	104.01442	107.6406	1.8683752	True	0.9987070823157592	8.376111190920845	58.53131877603793	0.17368194224967676	gex
EAS_only__random__rep1	0.8488702308927027	0.8498580071613779	EAS_only	random	98.48858	100.94222	1.6751306	False	0.9988377161121604	8.218512276623565	59.12704634607003	0.16330088624146447	gex
EAS_only__random__rep2	0.831954562291641	0.8331892826274849	EAS_only	random	95.77578	100.570946	1.5841211	False	0.9985180794309425	8.580948429164197	62.755678719620626	0.13915234143449912	gex
EAS_only__random__rep3	0.8493641190270403	0.8509692554636374	EAS_only	random	95.362465	99.90853	1.5704783	True	0.9981137550783518	8.592337492745212	62.121434997098085	0.1556877539175856	gex
EUR_AFR__adversarial_family_mixed__rep1	0.8271391529818496	0.8282504012841091	EUR_AFR	adversarial_family_mixed	74.20242309570312	108.13706970214844	0.7649052739143372	False	0.9986583184257602	7.34250298151461	50.49286821705426	0.2407573047107931	gex
EUR_AFR__adversarial_family_mixed__rep2	0.8082479318434375	0.8115816767502161	EUR_AFR	adversarial_family_mixed	75.80896759033203	107.3395004272461	0.8036584258079529	False	0.9958922866271109	7.472965160505097	51.55113494599117	0.2333789745930321	gex
EUR_AFR__adversarial_family_mixed__rep3	0.8241758241758241	0.8261513767131745	EUR_AFR	adversarial_family_mixed	74.65252685546875	109.64427947998048	0.782111644744873	False	0.9976087281422806	7.439417127484681	51.46366014048722	0.23419518756538635	gex
EUR_AFR__adversarial_mindist__rep2	0.8293616495863687	0.8299790097542906	EUR_AFR	adversarial_mindist	88.36288452148438	104.9293441772461	1.06298828125	True	0.9992561737578102	10.106962213626897	74.07046861053259	0.10190419518000594	gex
EUR_AFR__adversarial_mindist__rep3	0.8276330411161872	0.8283738733176935	EUR_AFR	adversarial_mindist	101.38540649414062	103.82488250732422	1.398493766784668	False	0.999105678938739	10.366541958563126	75.15543598151737	0.10150544045312267	gex
EUR_AFR__ancestry_balanced__rep1	0.8454130139523398	0.8459069020866774	EUR_AFR	ancestry_balanced	102.610916	115.37739	1.8182942	False	0.9994161436286674	10.596339220551744	74.91819734345351	0.0935629835060575	gex
EUR_AFR__ancestry_balanced__rep2	0.8459069020866774	0.8461538461538461	EUR_AFR	ancestry_balanced	100.2447	114.76716	1.735401	True	0.9997081570115278	10.507450751495695	75.27177294615497	0.09411936378228514	gex
EUR_AFR__ancestry_balanced__rep3	0.8401037165082109	0.8413384368440548	EUR_AFR	ancestry_balanced	103.43114	115.73577	1.8474793	False	0.9985324332257117	10.412889638978573	73.95700469621369	0.09480481361901967	gex
EUR_AFR__greedy_maxmean__rep1	0.8403506605753797	0.8408445487097173	EUR_AFR	greedy_maxmean	111.754196	125.613	2.1567743	False	0.9994126284875183	11.025409691629955	79.40433480176212	0.08384728340675478	gex
EUR_AFR__greedy_maxmean__rep2	0.8565254969749352	0.8570193851092728	EUR_AFR	greedy_maxmean	109.128365	124.636955	2.0566115	False	0.9994237141622244	11.446141766316092	80.10491283676703	0.08024780291024348	gex
EUR_AFR__greedy_maxmean__rep3	0.8520805037658971	0.8530682800345721	EUR_AFR	greedy_maxmean	110.054535	125.45805	2.0916684	False	0.9988420900275004	11.175696917064698	78.6445896656535	0.0835142567665364	gex
EUR_AFR__greedy_maxmin__rep1	0.8335596987282381	0.8338066427954068	EUR_AFR	greedy_maxmin	114.328476	122.84393	2.257282	False	0.9997038353324449	11.234787501851029	81.2504783059381	0.07641048422923145	gex
EUR_AFR__greedy_maxmin__rep2	0.831337202123719	0.8318310902580566	EUR_AFR	greedy_maxmin	113.52533	123.48061	2.2256787	True	0.9994062639156894	11.405852753451091	82.86877838800653	0.07881846519222206	gex
EUR_AFR__greedy_maxmin__rep3	0.8599827139152982	0.8603531300160514	EUR_AFR	greedy_maxmin	114.82596	123.18687	2.2769692	False	0.9995694603903559	11.207376578645235	79.12381458094144	0.08711251435132032	gex
EUR_AFR__random__rep1	0.8538091122360786	0.8540560563032473	EUR_AFR	random	98.35649	112.82521	1.6706406	False	0.9997108573080815	10.685641173919329	75.53870897788059	0.092670232759867	gex
EUR_AFR__random__rep2	0.8154093097913323	0.8163970860600074	EUR_AFR	random	104.647026	115.491035	1.8911709	True	0.9987900786448881	10.565500604960677	76.19555202661827	0.08847549909255899	gex
EUR_AFR__random__rep3	0.8440548215829115	0.8447956537844178	EUR_AFR	random	101.15335	115.97546	1.7670039	True	0.9991230634317451	10.962258111663257	79.00021777258111	0.08827828120432622	gex
EUR_EAS__ancestry_balanced__rep1	0.8468946783553525	0.8478824546240277	EUR_EAS	ancestry_balanced	97.36529	110.09422	1.6371381	False	0.9988350080093199	9.393279452453765	67.79696956458424	0.12334352701325178	gex
EUR_EAS__ancestry_balanced__rep2	0.844548709717249	0.845166069885171	EUR_EAS	ancestry_balanced	98.44795	109.95892	1.6737492	False	0.9992695398100804	9.50182468955442	68.17701095690285	0.11994156318480642	gex
EUR_EAS__greedy_maxmean__rep1	0.8438078775157427	0.8447956537844178	EUR_EAS	greedy_maxmean	107.912	119.48134	2.0110204	False	0.9988307512423268	9.576422098801519	68.60798743057585	0.11502484653610055	gex
EUR_EAS__greedy_maxmean__rep2	0.8447956537844178	0.8452895419187554	EUR_EAS	greedy_maxmean	103.39729	118.65934	1.8462703	False	0.9994157172071283	9.713723342097575	69.7067703768624	0.11583406368682442	gex
EUR_EAS__greedy_maxmean__rep3	0.8494875910606248	0.8504753673293	EUR_EAS	greedy_maxmean	104.88565	118.9071	1.8998057	True	0.9988385598141696	9.251897502903601	65.95329849012776	0.13225900116144018	gex
EUR_EAS__greedy_maxmin__rep1	0.8472650944561056	0.8484998147919496	EUR_EAS	greedy_maxmin	110.63905	116.75554	2.113946	False	0.9985448195576252	9.70663562281723	70.19546565774156	0.12441792782305006	gex
EUR_EAS__greedy_maxmin__rep2	0.8538091122360786	0.8552907766390913	EUR_EAS	greedy_maxmin	109.49429	113.50211	2.0704272	False	0.9982676483326115	9.591305038256099	67.68577883643714	0.12487368269091959	gex
EUR_EAS__greedy_maxmin__rep3	0.8455364859859242	0.8465242622545993	EUR_EAS	greedy_maxmin	111.754196	115.529655	2.1567743	True	0.9988331388564761	9.36009772462077	68.40376312718787	0.12704200700116686	gex
EUR_EAS__random__rep1	0.8535621681689097	0.8546734164711692	EUR_EAS	random	99.50377	109.29115	1.7098422	False	0.9986997977463161	9.347653857266685	66.20223345853799	0.1291534238659347	gex
EUR_EAS__random__rep2	0.8592418817137918	0.8597357698481294	EUR_EAS	random	93.28451	108.98568	1.5027822	False	0.9994255349705586	9.162501795203218	64.79569582076691	0.13298865431566853	gex
EUR_EAS__random__rep3	0.848623286825534	0.849240646993456	EUR_EAS	random	100.76209	110.09599	1.7533611	False	0.9992730444896772	8.992279732480373	65.27150915963944	0.13855772026751964	gex
EUR_only__adversarial_family__rep1	0.8329423385603161	0.8359056673663415	EUR_only	adversarial_family	74.20242309570312	101.90351104736328	0.7649052739143372	False	0.9964549483013294	6.465524372230428	44.59337666174299	0.2654357459379616	gex
EUR_only__adversarial_family__rep2	0.8118286208173848	0.8144215335226571	EUR_only	adversarial_family	75.80896759033203	101.97260284423828	0.8036584258079529	False	0.9968162522741055	6.579862037598544	46.70072771376592	0.24636143117040632	gex
EUR_only__adversarial_family__rep3	0.8338066427954068	0.8363995555006791	EUR_only	adversarial_family	74.65252685546875	102.5333023071289	0.782111644744873	False	0.9968999114260407	6.872688219663418	46.43586359610274	0.24977856510186006	gex
EUR_only__adversarial_mindist__rep1	0.8397333004074578	0.841091492776886	EUR_only	adversarial_mindist	96.70574188232422	99.81437683105467	1.262070655822754	False	0.9983852025836759	8.942588079859073	65.08073253082796	0.13696418085731063	gex
EUR_only__adversarial_mindist__rep2	0.7991110013581924	0.8000987776268675	EUR_only	adversarial_mindist	95.7757797241211	99.21085357666016	1.2756993770599363	False	0.9987654320987654	8.532367283950617	65.54942592592593	0.12854938271604938	gex
EUR_only__adversarial_mindist__rep3	0.858377577478701	0.859612297814545	EUR_only	adversarial_mindist	96.51942443847656	100.10308074951172	1.323296070098877	True	0.9985636311404769	8.987967538063776	64.23062769319161	0.14291870152255098	gex
EUR_only__greedy_maxkl__rep1	0.8355352512655884	0.8368934436350167	EUR_only	greedy_maxkl	109.31148529052734	112.7927017211914	1.6305500268936155	False	0.9983771023900856	8.930396872233699	65.18916937149602	0.13602832694010034	gex
EUR_only__greedy_maxkl__rep2	0.8282504012841091	0.8287442894184467	EUR_only	greedy_maxkl	109.9408950805664	113.56157684326172	1.6378905773162842	False	0.9994040524433849	9.113098927294399	67.45507598331348	0.12648986889153754	gex
EUR_only__greedy_maxkl__rep3	0.8397333004074578	0.8405976046425485	EUR_only	greedy_maxkl	110.19074249267578	113.52216339111328	1.605998396873474	False	0.9989717978848414	8.963061104582843	65.05260869565217	0.14071680376028203	gex
EUR_only__greedy_maxmean__rep1	0.8402271885417952	0.8412149648104704	EUR_only	greedy_maxmean	108.64622	114.11996	2.0384786	False	0.9988257742551006	9.439012182592103	68.81337002788786	0.12211947746954352	gex
EUR_only__greedy_maxmean__rep2	0.8330658105939005	0.8343005309297444	EUR_only	greedy_maxmean	106.0943	113.955765	1.9438425	True	0.998520053278082	9.449615213852303	69.5659079473139	0.12061565783631789	gex
EUR_only__greedy_maxmean__rep3	0.8498580071613779	0.8504753673293	EUR_only	greedy_maxmean	108.04166	113.97461	2.0158558	False	0.999274099883856	9.197473867595818	66.63746515679442	0.1290650406504065	gex
EUR_only__greedy_maxmin__rep1	0.8436844054821583	0.8447956537844178	EUR_only	greedy_maxmin	109.311485	112.7927	2.0635195	False	0.9986845951476176	9.330901783104355	67.80509207833967	0.12554808535515932	gex
EUR_only__greedy_maxmin__rep2	0.8371403877021855	0.8380046919372762	EUR_only	greedy_maxmin	109.940895	113.56158	2.0873513	True	0.9989686164726683	9.208852217474584	68.1727361131575	0.12465006630322675	gex
EUR_only__greedy_maxmin__rep3	0.8482528707247808	0.8497345351277935	EUR_only	greedy_maxmin	110.19074	113.52216	2.0968492	False	0.998256320836966	9.052737576285963	65.43992734670154	0.13644289450741065	gex
EUR_only__random__rep1	0.8413384368440548	0.841708852944808	EUR_only	random	101.336075	106.89171	1.7733938	False	0.9995599237201115	9.15350154026698	67.34702361742703	0.12600850814141118	gex
EUR_only__random__rep2	0.8424496851463144	0.8434374614149895	EUR_only	random	100.68764	105.131065	1.7507707	False	0.9988288683940858	9.142191480017567	66.33716000585567	0.13380178597569903	gex
EUR_only__random__rep3	0.8544264724040005	0.8554142486726757	EUR_only	random	98.45303	104.22318	1.6739218	False	0.9988452655889145	8.861649826789838	62.63328521939954	0.14924942263279445	gex
SAS_only__adversarial_mindist__rep1	0.8371403877021855	0.8378812199036918	SAS_only	adversarial_mindist	99.09591674804688	102.48577117919922	1.346333146095276	True	0.9991158267020336	9.598682581786031	70.84115237253168	0.11184792219274978	gex
SAS_only__adversarial_mindist__rep2	0.842943573280652	0.8438078775157427	SAS_only	adversarial_mindist	99.48869323730467	101.62850189208984	1.3709405660629272	False	0.9989757096868598	9.158558677202224	67.48963418203103	0.1305238513315774	gex
SAS_only__adversarial_mindist__rep3	0.8371403877021855	0.8376342758365231	SAS_only	adversarial_mindist	99.79979705810548	102.68324279785156	1.381873369216919	True	0.9994103773584906	9.43712853773585	69.73880748820754	0.11600825471698113	gex
SAS_only__greedy_maxkl__rep1	0.848623286825534	0.8494875910606248	SAS_only	greedy_maxkl	114.44212341308594	123.1100082397461	1.7993216514587402	False	0.9989825581395348	9.646363372093022	69.13276744186047	0.12369186046511628	gex
SAS_only__greedy_maxkl__rep2	0.844548709717249	0.845166069885171	SAS_only	greedy_maxkl	113.37989044189452	121.6469268798828	1.6850566864013672	True	0.9992695398100804	9.574207450693937	69.58367567567568	0.12037983929875821	gex
SAS_only__greedy_maxkl__rep3	0.8615878503518953	0.8629460427213236	SAS_only	greedy_maxkl	113.19893646240234	121.54801177978516	1.697551965713501	True	0.9984260981542424	9.546999570754041	68.17868793818857	0.13163542709972814	gex
SAS_only__greedy_maxmean__rep1	0.8446721817508335	0.8455364859859242	SAS_only	greedy_maxmean	113.26959	123.90059	2.2156625	False	0.9989778037383178	9.884551693925234	72.39175087616823	0.10952102803738317	gex
SAS_only__greedy_maxmean__rep2	0.8330658105939005	0.8335596987282381	SAS_only	greedy_maxmean	111.04504	124.18232	2.1294885	True	0.9994074951858983	9.958640201451637	73.75459339357133	0.10057769219374907	gex
SAS_only__greedy_maxmean__rep3	0.841708852944808	0.8426966292134831	SAS_only	greedy_maxmean	111.78998	123.88989	2.1581557	True	0.9988278388278389	9.98323956043956	72.9250652014652	0.10857142857142857	gex
SAS_only__greedy_maxmin__rep1	0.8281269292505248	0.8291147055191999	SAS_only	greedy_maxmin	114.44212	123.11001	2.261772	False	0.9988086373790023	9.581788533134773	71.31240953090096	0.1125837676842889	gex
SAS_only__greedy_maxmin__rep2	0.8267687368810964	0.8271391529818496	SAS_only	greedy_maxmin	113.37989	121.64693	2.21998	False	0.999552171965965	9.953221376324825	73.14736527839976	0.10807583221376325	gex
SAS_only__greedy_maxmin__rep3	0.8426966292134831	0.843931349549327	SAS_only	greedy_maxmin	113.19894	121.54801	2.2128997	False	0.9985369422092173	9.788665691294806	71.96625457205559	0.10709583028529628	gex
SAS_only__random__rep1	0.8308433139893814	0.8314606741573034	SAS_only	random	104.3312	108.39236	1.879773	False	0.9992574992574993	9.373514998514999	69.59686961686961	0.11672111672111672	gex
SAS_only__random__rep2	0.8397333004074578	0.8404741326089641	SAS_only	random	100.48383	106.14516	1.7436903	False	0.999118554429264	9.032421037167621	65.96254590862347	0.13030703687380638	gex
SAS_only__random__rep3	0.8488702308927027	0.8498580071613779	SAS_only	random	103.06309	106.47886	1.8343545	False	0.9988377161121604	9.414737759697806	67.75564724684004	0.12668894377451692	gex
all_3_major__ancestry_balanced__rep1	0.8422027410791456	0.8430670453142364	all_3_major	ancestry_balanced	99.46356	117.08857	1.7084607	False	0.9989748096074985	10.669894551845342	75.67537346221441	0.09124194493263034	gex
all_3_major__ancestry_balanced__rep2	0.8468946783553525	0.8475120385232745	all_3_major	ancestry_balanced	95.77578	117.84472	1.5841211	True	0.9992715617715617	11.007041083916084	77.46525058275058	0.08464452214452214	gex
all_3_major__greedy_maxmean__rep1	0.8588714656130386	0.8592418817137918	all_3_major	greedy_maxmean	109.15585	127.40916	2.057648	False	0.9995689035781004	11.219070268716768	78.82110360684007	0.08578818795803995	gex
all_3_major__greedy_maxmean__rep2	0.8594888257809606	0.8598592418817138	all_3_major	greedy_maxmean	109.15585	127.56688	2.057648	True	0.9995692130959218	11.040784032165423	76.49477024698449	0.0995117748420448	gex
all_3_major__greedy_maxmean__rep3	0.859612297814545	0.8601061859488826	all_3_major	greedy_maxmean	104.78072	126.78043	1.8960065	True	0.9994257823715188	11.240544071202986	78.51617858168245	0.08785529715762273	gex
all_3_major__greedy_maxmin__rep1	0.8494875910606248	0.8498580071613779	all_3_major	greedy_maxmin	113.63978	124.889465	2.2301688	False	0.9995641435420601	11.368776696208048	81.00037047798925	0.08179572860671219	gex
all_3_major__greedy_maxmin__rep2	0.8387455241387826	0.8389924682059513	all_3_major	greedy_maxmin	115.41231	123.96844	2.3002825	False	0.9997056659308315	11.840147167034585	84.2484429727741	0.07490802060338485	gex
all_3_major__greedy_maxmin__rep3	0.8473885664896901	0.8477589825904432	all_3_major	greedy_maxmin	115.16944	123.1001	2.2906117	False	0.999563064375182	11.705371395281096	82.99730993300321	0.0742790562190504	gex
all_3_major__random__rep1	0.8210890233362144	0.8213359674033831	all_3_major	random	101.61693	115.1162	1.7832371	False	0.9996993385447985	11.202295550210463	81.52274654239328	0.07681900180396874	gex
all_3_major__random__rep2	0.8441782936164959	0.8450425978515866	all_3_major	random	104.96666	116.553856	1.9027414	True	0.9989772063120982	10.711149912331969	76.37487288135593	0.09365867913500876	gex
all_3_major__random__rep3	0.8389924682059513	0.8389924682059513	all_3_major	random	90.6587	114.803894	1.4193711	False	1.0	11.246573951434879	81.01742016188373	0.07122884473877851	gex
all_5__ancestry_balanced__rep1	0.8438078775157427	0.8441782936164959	all_5	ancestry_balanced	108.20813	116.167114	2.0220728	False	0.9995612110574813	11.288633903758958	81.34561357320462	0.08205353225098727	gex
all_5__ancestry_balanced__rep2	0.8165205580935918	0.8166440301271762	all_5	ancestry_balanced	102.38652	113.70307	1.8103502	False	0.9998488055639553	10.880718173571214	79.48752192319323	0.08557605080133052	gex
all_5__ancestry_balanced__rep3	0.8544264724040005	0.8550438325719225	all_5	ancestry_balanced	98.90399	115.023	1.6892918	True	0.9992779783393502	10.858054873646209	79.19147725631768	0.08620938628158845	gex
all_5__greedy_maxmean__rep1	0.8450425978515866	0.8454130139523398	all_5	greedy_maxmean	116.47746	130.41243	2.3429382	False	0.9995618519059442	11.52787498174383	82.71842412735505	0.07813641010661604	gex
all_5__greedy_maxmean__rep2	0.8408445487097173	0.8414619088776392	all_5	greedy_maxmean	119.23506	131.3716	2.455189	True	0.9992663242846662	11.555592076302274	83.02864710198092	0.07615553925165076	gex
all_5__greedy_maxmean__rep3	0.8444252376836646	0.8449191258180022	all_5	greedy_maxmean	119.995834	131.3383	2.4866195	True	0.9994154610550928	11.64213356714891	83.4839120268888	0.07525938915680257	gex
all_5__greedy_maxmin__rep1	0.8572663291764415	0.8575132732436104	all_5	greedy_maxmin	118.321594	128.70529	2.4177144	False	0.999712023038157	11.447059755219582	81.83640604751619	0.0783297336213103	gex
all_5__greedy_maxmin__rep2	0.8359056673663415	0.8361526114335103	all_5	greedy_maxmin	120.83046	131.23457	2.5213308	True	0.9997046662728883	11.338700531600708	82.80460868281159	0.07796810395747195	gex
all_5__greedy_maxmin__rep3	0.8449191258180022	0.8452895419187554	all_5	greedy_maxmin	120.84701	129.29747	2.5220218	True	0.9995617879053462	11.540546304411336	83.13122407245106	0.07858603564125037	gex
all_5__random__rep1	0.8459069020866774	0.8465242622545993	all_5	random	100.12492	111.40792	1.7312565	False	0.9992707117852976	10.731993873978997	75.87731330221703	0.09028588098016337	gex
all_5__random__rep2	0.8522039757994814	0.8531917520681566	all_5	random	101.76935	117.17542	1.7885907	True	0.9988422575976845	10.074788712011577	71.74503039073805	0.11201157742402315	gex
all_5__random__rep3	0.8536856402024942	0.8543030003704161	all_5	random	98.84331	112.77852	1.6872194	True	0.9992773522185286	9.822906489377077	70.32967047261165	0.11967047261164908	gex
AFR_only__adversarial_mindist__rep1	0.9159155451290283	0.9160390171626127	AFR_only	adversarial_mindist	100.0	103.62320709228516	1.406992793083191	False	0.9998652109448712	27.414383340072785	178.6748443186413	0.011322280630812778	atac
AFR_only__adversarial_mindist__rep2	0.9160390171626127	0.9160390171626127	AFR_only	adversarial_mindist	99.77975463867188	102.8152847290039	1.3821614980697632	False	1.0	27.384549130610594	177.84041784607092	0.008626499528238307	atac
